time_date_stamp, excel_time_date_stamp, unix_time_stamp, test_time,Current_temp_A0,Current_temp_A1,Current_temp_A2,Current_temp_A3,Current_temp_A4,Current_temp_A5,Current_temp_A6,Current_temp_A7/A2,Target_temp_A0,Target_temp_A1,Target_temp_A2,Target_temp_A3,Target_temp_A4,Target_temp_A5,Target_temp_A6,Target_temp_A7/A2,kp_A0,kp_A1,kp_A2,kp_A3,kp_A4,kp_A5,kp_A6,kp_A7/A2,ki_A0,ki_A1,ki_A2,ki_A3,ki_A4,ki_A5,ki_A6,ki_A7/A2,kd_A0,kd_A1,kd_A2,kd_A3,kd_A4,kd_A5,kd_A6,kd_A7/A2,Output_A0,Output_A1,Output_A2,Output_A3,Output_A4,Output_A5,Output_A6,Output_A7/A2,BaSyTec Line.Loop_A0,BaSyTec Line.Loop_A1,BaSyTec Line.Loop_A2,BaSyTec Line.Loop_A3,BaSyTec Line.Loop_A4,BaSyTec Line.Loop_A5,BaSyTec Line.Loop_A6,BaSyTec Line.Loop_A7/A2,Current_temp_A0_A0,Current_temp_A1_A1,Current_temp_A2_A2,Current_temp_A3_A3,Current_temp_A4_A4,Current_temp_A5_A5,Current_temp_A6_A6,Current_temp_A7/A2_A7/A2,Target_temp_A0_A0,Target_temp_A1_A1,Target_temp_A2_A2,Target_temp_A3_A3,Target_temp_A4_A4,Target_temp_A5_A5,Target_temp_A6_A6,Target_temp_A7/A2_A7/A2,kp_A0_A0,kp_A1_A1,kp_A2_A2,kp_A3_A3,kp_A4_A4,kp_A5_A5,kp_A6_A6,kp_A7/A2_A7/A2,ki_A0_A0,ki_A1_A1,ki_A2_A2,ki_A3_A3,ki_A4_A4,ki_A5_A5,ki_A6_A6,ki_A7/A2_A7/A2,kd_A0_A0,kd_A1_A1,kd_A2_A2,kd_A3_A3,kd_A4_A4,kd_A5_A5,kd_A6_A6,kd_A7/A2_A7/A2,Output_A0_A0,Output_A1_A1,Output_A2_A2,Output_A3_A3,Output_A4_A4,Output_A5_A5,Output_A6_A6,Output_A7/A2_A7/A2,BaSyTec Line.Loop_A0_A0,BaSyTec Line.Loop_A1_A1,BaSyTec Line.Loop_A2_A2,BaSyTec Line.Loop_A3_A3,BaSyTec Line.Loop_A4_A4,BaSyTec Line.Loop_A5_A5,BaSyTec Line.Loop_A6_A6,BaSyTec Line.Loop_A7/A2_A7/A2,Current_temp_A0_A0_A0,Current_temp_A1_A1_A1,Current_temp_A2_A2_A2,Current_temp_A3_A3_A3,Current_temp_A4_A4_A4,Current_temp_A5_A5_A5,Current_temp_A6_A6_A6,Current_temp_A7/A2_A7/A2_A7/A2,Target_temp_A0_A0_A0,Target_temp_A1_A1_A1,Target_temp_A2_A2_A2,Target_temp_A3_A3_A3,Target_temp_A4_A4_A4,Target_temp_A5_A5_A5,Target_temp_A6_A6_A6,Target_temp_A7/A2_A7/A2_A7/A2,kp_A0_A0_A0,kp_A1_A1_A1,kp_A2_A2_A2,kp_A3_A3_A3,kp_A4_A4_A4,kp_A5_A5_A5,kp_A6_A6_A6,kp_A7/A2_A7/A2_A7/A2,ki_A0_A0_A0,ki_A1_A1_A1,ki_A2_A2_A2,ki_A3_A3_A3,ki_A4_A4_A4,ki_A5_A5_A5,ki_A6_A6_A6,ki_A7/A2_A7/A2_A7/A2,kd_A0_A0_A0,kd_A1_A1_A1,kd_A2_A2_A2,kd_A3_A3_A3,kd_A4_A4_A4,kd_A5_A5_A5,kd_A6_A6_A6,kd_A7/A2_A7/A2_A7/A2,Output_A0_A0_A0,Output_A1_A1_A1,Output_A2_A2_A2,Output_A3_A3_A3,Output_A4_A4_A4,Output_A5_A5_A5,Output_A6_A6_A6,Output_A7/A2_A7/A2_A7/A2,BaSyTec Line.Loop_A0_A0_A0,BaSyTec Line.Loop_A1_A1_A1,BaSyTec Line.Loop_A2_A2_A2,BaSyTec Line.Loop_A3_A3_A3,BaSyTec Line.Loop_A4_A4_A4,BaSyTec Line.Loop_A5_A5_A5,BaSyTec Line.Loop_A6_A6_A6,BaSyTec Line.Loop_A7/A2_A7/A2_A7/A2
20250128 _164529,45685.698256956,1738082729.40164,00:00:00,25.01,25.04,25.01,24.8,25,25,25,25.01,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.72,24.5,22.76,25.78,21.09,10.41,0,10.42,16.13,11.24,11.07,10.39,8.94,.,.,.,.,.,.,.,.
20250128 _164530,45685.6982687037,1738082730.41618,00:00:00,25,25.04,25,25,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.72,24.5,22.76,25.78,21.09,10.61,0,10.68,1.51,13.38,11.05,10.32,9.13,.,.,.,.,.,.,.,.
20250128 _164531,45685.6982804398,1738082731.43044,00:00:00,24.99,25.03,24.99,25.18,25,25,25,24.99,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.72,24.5,22.76,25.78,21.09,12.53,0,11.03,-0.89,11.38,11.04,10.59,11.1,.,.,.,.,.,.,.,.
20250128 _164532,45685.6982921875,1738082732.446,00:00:00,24.99,25.03,24.99,25.11,25,25.01,24.99,24.99,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.72,24.5,22.76,25.78,21.09,10.82,0,10.99,10.48,11.28,10.91,10.78,9.45,.,.,.,.,.,.,.,.
20250128 _164533,45685.698303912,1738082733.45833,00:00:00,25.01,25.03,25.01,24.84,25,25.01,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.72,24.5,22.76,25.78,21.09,10.59,0,8.59,19.94,11.43,10.86,8.46,7.43,.,.,.,.,.,.,.,.
20250128 _164534,45685.6983156482,1738082734.47259,00:00:00,25,25.04,25.01,24.85,25,25,25.01,25.01,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.72,24.5,22.76,25.78,21.09,10.54,0,10.46,8.72,11.33,11.05,12.5,9.02,.,.,.,.,.,.,.,.
20250128 _164535,45685.6983273727,1738082735.48588,00:00:00,24.99,25.04,24.99,25.13,25,24.99,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.72,24.5,22.76,25.78,21.09,10.77,0,12.87,-2.88,11.2,11.29,10.33,10.95,.,.,.,.,.,.,.,.
20250128 _164536,45685.6983390856,1738082736.49714,00:00:00,24.99,25.04,24.99,25.2,25,24.99,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.72,24.5,22.76,25.78,21.09,10.81,0,11.07,3.93,11.17,11.34,10.6,9.22,.,.,.,.,.,.,.,.
20250128 _164537,45685.6983507292,1738082737.50385,00:00:00,25.01,25.04,25,24.99,25,25,24.99,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.72,24.5,22.76,25.78,21.09,10.46,0,10.67,16.71,11.26,11.16,10.79,9.11,.,.,.,.,.,.,.,.
20250128 _164538,45685.6983623264,1738082738.50563,00:00:00,25.01,25.04,25.01,24.8,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.72,24.5,22.76,25.78,21.09,8.63,0,10.39,15.89,13.4,11.16,10.69,9.09,.,.,.,.,.,.,.,.
